Complexity,Loss,Equation
1,0.009629252,"0.0040771016"
3,0.009202912,"x0 * 0.06552055"
5,0.009005253,"-0.01923547 - (x0 * -0.10636188)"
9,0.0089814775,"(x0 * ((1.9073322 - x0) * 0.091949955)) + -0.024862299"
11,0.008981373,"((x0 * (-0.20485708 - (-0.111857265 * x0))) * -0.8769611) - 0.025168814"
13,0.008953968,"(x0 * ((((x0 + x1) * -0.30830604) + 0.6355206) * x1)) - 0.027022406"
