Complexity,Loss,Equation
1,0.009629252,"0.004071851"
3,0.009202912,"x0 * 0.06551126"
5,0.009005253,"(x0 * 0.106295995) - 0.01921812"
9,0.008981386,"((x0 + -1.6545992) * (x0 + -0.15247731)) * -0.100269094"
11,0.008981372,"(x0 * (x0 * -0.09817561)) - ((x0 * -0.17969203) - -0.025164185)"
13,0.008980373,"(((x0 + x0) * 0.05235892) * (1.5912449 - x0)) - (x1 * 0.015641954)"
15,0.008948723,"(x1 * ((((x1 + x0) * -0.34329608) + 0.6307279) - -0.036973152)) * (x0 + -0.1371848)"
17,0.008944927,"((x1 * ((((x1 + x0) + 0.5162104) * -0.30809692) + 0.7790665)) - 0.010708736) * (x0 + -0.13510077)"
