"Time","S1","S2","S3"
0,0,0.555727218796774,0.444272781203226
0.1,0,0.527406424444074,0.423987461270483
0.2,0,0.502508714135495,0.406214336603564
0.3,0,0.480454332082664,0.390527374723272
0.4,0,0.460789432621495,0.376593152016907
0.5,0,0.443152035516778,0.364145790656943
0.6,0,0.4272486819582,0.352969775751703
0.7,0,0.412840328504639,0.342889582464876
0.8,0,0.399729971074285,0.333760569211241
0.9,0,0.387753248534882,0.325462068418799
1,0,0.376772742616148,0.317893199911259
1.1,0,0.366672327855397,0.310968715080895
1.2,0,0.357353176741258,0.304616061552736
1.3,0,0.348730697881882,0.298773135466796
1.4,0,0.34073205243646,0.293386456670169
1.5,0,0.333294183931352,0.288409722194785
1.6,0,0.326362229092081,0.283802639551694
1.7,0,0.319888228542981,0.279529980324376
1.8,0,0.313830073903805,0.275560807453036
1.9,0,0.308150641791266,0.271867839782116
2,0,0.302817077249547,0.268426926342984
2.1,0,0.297800197349836,0.265216608868244
2.2,0,0.293073992085292,0.262217755732039
2.3,0,0.288615204535473,0.259413254074907
2.4,0,0.284402975989658,0.256787749602202
2.5,0,0.280418544597741,0.25432742566111
2.6,0,0.276644988359845,0.252019814849094
2.7,0,0.273067005025413,0.249853637699285
2.8,0,0.269670722861926,0.247818664009008
2.9,0,0.266443537357139,0.245905593188305
3,0,0.263373969800641,0.244105950652976
3.1,0,0.260451544399015,0.242411997806933
3.2,0,0.257666681151139,0.240816653578786
3.3,0,0.2550106021745,0.239313425818497
3.4,0,0.252475249552169,0.237896351137993
3.5,0,0.250053213080309,0.236559942007278
3.6,0,0.247737666551329,0.235299140104988
3.7,0,0.245522311418711,0.234109275077037
3.8,0,0.243401326864445,0.232986027985401
3.9,0,0.241369325435643,0.231925398835921
4,0,0.239421313538669,0.230923677663325
4.1,0,0.237552656181132,0.229977418726556
4.2,0,0.235759045438056,0.229083417430484
4.3,0,0.234036472191008,0.228238689643294
4.4,0,0.232381200750406,0.227440453123875
4.5,0,0.230789746023384,0.226686110811783
4.6,0,0.229258852934036,0.225973235764972
4.7,0,0.227785477840842,0.22529955755829
4.8,0,0.226366771728566,0.224662949979627
4.9,0,0.225000064979902,0.224061419881039
5,0,0.223682853556155,0.223493097059856
5.1,0,0.222412786437029,0.222956225059959
5.2,0,0.221187654187548,0.22244915279661
5.3,0,0.220005378535716,0.221970326919619
5.4,0,0.218864002858072,0.221518284839579
5.5,0,0.217761683482072,0.221091648350517
5.6,0,0.216696681724536,0.220689117789875
5.7,0,0.215667356594399,0.220309466683321
5.8,0,0.214672158095888,0.219951536827682
5.9,0,0.213709621075188,0.219614233770352
6,0,0.212778359559735,0.219296522648001
6.1,0,0.211877061544657,0.218997424351358
6.2,0,0.211004484185618,0.218716011986282
6.3,0,0.21015944936152,0.218451407604434
6.4,0,0.209340839574208,0.218202779179571
6.5,0,0.208547594155654,0.217969337807896
6.6,0,0.207778705755977,0.217750335113026
6.7,0,0.207033217088304,0.217545060838096
6.8,0,0.206310217908766,0.217352840609133
6.9,0,0.205608842212015,0.21717303385545
7,0,0.204928265624486,0.217005031874069
7.1,0,0.204267702979295,0.216848256026471
7.2,0,0.203626406058141,0.21670215605701
7.3,0,0.20300366148693,0.216566208523326
7.4,0,0.20239878877301,0.216439915329953
7.5,0,0.201811138473005,0.216322802357123
7.6,0,0.201240090481206,0.216214418177456
7.7,0,0.200685052429339,0.216114332853888
7.8,0,0.200145458189334,0.216022136812745
7.9,0,0.199620766471427,0.2159374397864
8,0,0.199110459510573,0.215859869820438
8.1,0,0.198614041834745,0.215789072340647
8.2,0,0.198131039109205,0.21572470927558
8.3,0,0.197660997051341,0.215666458230749
8.4,0,0.197203480411079,0.215614011710859
8.5,0,0.196758072012288,0.215567076386754
8.6,0,0.196324371850974,0.215525372404047
8.7,0,0.195901996246354,0.215488632730599
8.8,0,0.195490577041243,0.215456602540281
8.9,0,0.19508976084844,0.215429038630613
9,0,0.194699208340043,0.215405708872085
9.1,0,0.194318593576897,0.215386391687109
9.2,0,0.193947603375524,0.215370875556729
9.3,0,0.193585936710139,0.215358958553331
9.4,0,0.193233304147509,0.215350447897744
9.5,0,0.192889427312549,0.215345159539222
9.6,0,0.192554038382763,0.215342917756928
9.7,0,0.192226879609697,0.21534355478161
9.8,0,0.191907702865775,0.215346910436287
9.9,0,0.191596269214939,0.215352831794809
10,0,0.191292348505669,0.215361172857265
10.1,0,0.190995718985034,0.215371794241252
10.2,0,0.190706166932523,0.21538456288813
10.3,0,0.190423486312494,0.215399351783388
10.4,0,0.190147478444144,0.215416039690354
10.5,0,0.189877951687998,0.215434510896508
10.6,0,0.189614721147946,0.215454654971715
10.7,0,0.189357608387974,0.215476366537721
10.8,0,0.189106441162719,0.215499545048329
10.9,0,0.188861053161109,0.215524094579677
11,0,0.188621283762339,0.215549923630087
11.1,0,0.188386977803502,0.215576944929006
11.2,0,0.188157985358258,0.215605075254553
11.3,0,0.187934161525909,0.21563423525924
11.4,0,0.18771536623035,0.215664349303467
11.5,0,0.187501464028346,0.215695345296383
11.6,0,0.187292323926657,0.215727154543766
11.7,0,0.18708781920753,0.215759711602567
11.8,0,0.186887827262127,0.215792954141806
11.9,0,0.186692229431483,0.215826822809495
12,0,0.186500910854594,0.215861261105326
12.1,0,0.186313760323282,0.215896215258823
12.2,0,0.18613067014348,0.215931634112729
12.3,0,0.185951536002631,0.215967469011359
12.4,0,0.185776256842875,0.21600367369371
12.5,0,0.185604734739748,0.216040204191093
12.6,0,0.185436874786121,0.216077018729095
12.7,0,0.185272584980588,0.216114077633218
12.8,0,0.185111776121055,0.216151343238869
12.9,0,0.184954361705969,0.216188779807737
13,0,0.184800257833391,0.216226353442307
13.1,0,0.184649383108007,0.216264032007114
13.2,0,0.184501658551965,0.216301785053221
13.3,0,0.184357007519041,0.216339583745508
13.4,0,0.184215355612309,0.21637740079296
13.5,0,0.184076630605182,0.216415210381828
13.6,0,0.183940762365669,0.216452988111552
13.7,0,0.18380768278369,0.216490710933328
13.8,0,0.183677325701325,0.216528357091197
13.9,0,0.183549626845845,0.216565906065553
14,0,0.183424523765415,0.216603338518986
14.1,0,0.183301955767337,0.216640636244326
14.2,0,0.18318186385873,0.216677782114835
14.3,0,0.183064190689529,0.216714760036433
14.4,0,0.182948880497703,0.216751554901879
14.5,0,0.1828358790566,0.216788152546836
14.6,0,0.182725133624316,0.216824539707728
14.7,0,0.182616592895012,0.216860703981326
14.8,0,0.182510206952082,0.21689663378599
14.9,0,0.182405927223102,0.2169323183245
15,0,0.182303706436476,0.216967747548404
15.1,0,0.182203498579713,0.217002912123835
15.2,0,0.182105258859265,0.217037803398729
15.3,0,0.182008943661853,0.217072413371385
15.4,0,0.181914510517232,0.217106734660324
15.5,0,0.181821918062316,0.21714076047538
15.6,0,0.181731126006624,0.217174484589987
15.7,0,0.18164209509899,0.217207901314607
15.8,0,0.181554787095465,0.217241005471255
15.9,0,0.181469164728395,0.217273792369078
16,0,0.181385191676598,0.217306257780942
16.1,0,0.181302832536609,0.217338397920993
16.2,0,0.181222052794953,0.217370209423153
16.3,0,0.18114281880139,0.217401689320501
16.4,0,0.181065097743114,0.217432835025525
16.5,0,0.180988857619841,0.217463644311192
16.6,0,0.180914067219786,0.217494115292818
16.7,0,0.180840696096451,0.217524246410685
16.8,0,0.180768714546236,0.21755403641341
16.9,0,0.180698093586805,0.217583484341994
17,0,0.1806288049362,0.217612589514562
17.1,0,0.180560820992662,0.217641351511741
17.2,0,0.18049411481514,0.217669770162664
17.3,0,0.180428660104451,0.217697845531569
17.4,0,0.180364431185082,0.217725577904969
17.5,0,0.180301402987591,0.21775296777938
17.6,0,0.180239551031595,0.21778001584957
17.7,0,0.180178851409327,0.217806722997319
17.8,0,0.180119280769726,0.217833090280664
17.9,0,0.180060816303055,0.217859118923616
18,0,0.180003435726015,0.217884810306325
18.1,0,0.17994711726735,0.217910165955671
18.2,0,0.179891839653908,0.217935187536277
18.3,0,0.179837582097158,0.217959876841915
18.4,0,0.179784324280134,0.217984235787293
18.5,0,0.179732046344795,0.218008266400213
18.6,0,0.179680728879788,0.218031970814075
18.7,0,0.179630352908598,0.21805535126072
18.8,0,0.179580899878061,0.218078410063601
18.9,0,0.179532351647252,0.218101149631259
19,0,0.179484690476702,0.2181235724511
19.1,0,0.179437899017958,0.218145681083458
19.2,0,0.179391960303467,0.218167478155934
19.3,0,0.179346857736759,0.218188966357993
19.4,0,0.179302575082941,0.218210148435822
19.5,0,0.179259096459472,0.218231027187423
19.6,0,0.179216406327223,0.218251605457941
19.7,0,0.179174489481799,0.218271886135217
19.8,0,0.179133331045127,0.218291872145551
19.9,0,0.179092916457289,0.218311566449673
20,0,0.179053231468603,0.21833097203891
20.1,0,0.179014262131931,0.218350091931538
20.2,0,0.17897599479522,0.218368929169321
20.3,0,0.178938416094255,0.218387486814216
20.4,0,0.178901512945623,0.21840576794525
20.5,0,0.178865272539888,0.218423775655551
20.6,0,0.178829682334952,0.218441513049534
20.7,0,0.178794730049612,0.218458983240233
20.8,0,0.178760403657305,0.21847618934677
20.9,0,0.178726691380018,0.218493134491961
21,0,0.178693581682384,0.21850982180005
21.1,0,0.178661063265935,0.218526254394561
21.2,0,0.178629125063519,0.218542435396274
21.3,0,0.17859775623387,0.218558367921306
21.4,0,0.178566946156335,0.218574055079308
21.5,0,0.178536684425738,0.21858949997176
21.6,0,0.178506960847388,0.218604705690362
21.7,0,0.17847776543223,0.218619675315522
21.8,0,0.178449088392113,0.218634411914937
21.9,0,0.178420920135206,0.218648918542257
22,0,0.178393251261515,0.218663198235828
22.1,0,0.17836607255854,0.218677254017518
22.2,0,0.178339374997038,0.218691088891619
22.3,0,0.178313149726895,0.218704705843817
22.4,0,0.178287388073117,0.218718107840234
22.5,0,0.178262081531922,0.21873129782653
22.6,0,0.178237221766928,0.218744278727075
22.7,0,0.178212800605452,0.218757053444176
22.8,0,0.178188810034897,0.21876962485736
22.9,0,0.178165242199231,0.218781995822715
23,0,0.178142089395565,0.218794169172277
23.1,0,0.178119344070809,0.218806147713475
23.2,0,0.178096998818419,0.218817934228616
23.3,0,0.178075046375225,0.218829531474413
23.4,0,0.178053479618337,0.218840942181566
23.5,0,0.178032291562132,0.218852169054371
23.6,0,0.178011475355312,0.218863214770377
23.7,0,0.177991024278041,0.218874081980076
23.8,0,0.177970931739147,0.218884773306626
23.9,0,0.177951191273397,0.218895291345613
24,0,0.177931796538837,0.218905638664839
24.1,0,0.177912741314197,0.218915817804141
24.2,0,0.177894019496359,0.218925831275243
24.3,0,0.177875625097889,0.218935681561628
24.4,0,0.177857552244623,0.218945371118443
24.5,0,0.177839795173317,0.218954902372419
24.6,0,0.177822348229349,0.218964277721827
24.7,0,0.177805205864478,0.21897349953644
24.8,0,0.177788362634653,0.21898257015753
24.9,0,0.177771813197879,0.218991491897878
25,0,0.177755552312125,0.219000267041797
