Complexity,Loss,Equation
1,0.009629252,"0.00406998"
3,0.009202912,"x0 * 0.06551177"
5,0.009005252,"(x0 * 0.10634351) + -0.019227862"
9,0.008981373,"(((x0 * -0.09820732) + 0.179717) * x0) - 0.025166195"
13,0.008979795,"(x0 - ((x1 * -0.101678036) + 1.7899723)) * ((x0 + -0.15544285) * -0.09693382)"
15,0.008967449,"(((x1 * ((x1 + (x0 + -1.5032034)) - 0.6854543)) * -0.22674188) * x0) + -0.026330903"
