time,AO,LP,LB
0,0.394836750189825,0.536826119969628,0
0.00260416666666667,0.394077448747153,0.501138952164009,0
0.130208333333333,0.451025056947608,0.73955960516325,0
0.166666666666667,0.514806378132118,0.967350037965072,0
0.174479166666667,0.53454821564161,1.01518602885345,0
0.192708333333333,0.586180713743356,1.11465451784358,0
0.2109375,0.656036446469248,1.20425208807897,0
0.216145833333333,0.681093394077449,1.2285497342445,0
0.2265625,0.747152619589977,1.27714502657555,0
0.255208333333333,1.03720577069096,1.40622627182992,0
0.263020833333333,1.13667425968109,1.44115413819286,0
0.270833333333333,1.26423690205011,1.47380410022779,0
0.2734375,1.30675778283979,1.48063781321184,0
0.283854166666667,1.4707668944571,1.52999240698557,0
0.291666666666667,1.60288534548216,1.56112376613516,0
0.296875,1.66666666666667,1.58921791951405,0
0.3046875,1.82308276385725,1.62186788154897,0
0.317708333333333,2.06909643128322,1.67577828397874,0
0.328125,2.12908124525437,1.71981776765376,0
0.338541666666667,2.2004555808656,1.7630979498861,0
0.341145833333333,2.21412300683371,1.77220956719818,0
0.348958333333333,2.25436598329537,1.80106302201974,0
0.364583333333333,2.42672741078208,1.85876993166287,0
0.390625,2.66438876233865,1.94836750189825,0
0.390625,2.66438876233865,1.94836750189825,0
0.427083333333333,2.99392558845862,2.05998481397115,0
0.432291666666667,3.05239179954442,2.07668944570995,0
0.432291666666667,3.05239179954442,2.07668944570995,0
0.440104166666667,3.13515565679575,2.09946848899013,0
0.455729166666667,3.23462414578588,2.1419893697798,0
0.4765625,3.33788914198937,2.19514047076689,0
0.4765625,3.33788914198937,2.19514047076689,0
0.489583333333333,3.38268792710706,2.22854973424449,0
0.502604166666667,3.43356112376613,2.25816249050873,0
0.552083333333333,3.59225512528474,2.36522399392559,0
0.565104166666667,3.64768413059985,2.38952164009112,0
0.6171875,3.79422930903569,2.4791192103265,0
0.734375,4.01594533029613,2.60744115413819,0
0.776041666666667,4.0751708428246,2.61731207289294,0
0.927083333333333,4.21564160971906,2.56112376613516,0
0.9609375,4.24905087319666,2.56416097190585,0
1,4.26575550493546,2.57327258921792,0
