Complexity,Loss,Equation
1,0.009629252,"0.0040757945"
3,0.009202912,"x0 * 0.065512046"
5,0.009005253,"(x0 + -0.1809242) * 0.10630941"
9,0.008981373,"((x0 + -0.15280832) * (x0 + -1.6769572)) * -0.0982239"
11,0.008980034,"(x0 + -1.56083) * ((x0 + (x1 * -0.10340584)) * -0.09888313)"
13,0.008979711,"((x1 + 0.23800017) * -0.013847297) + ((x0 * (x0 + -1.5665685)) * -0.1102715)"
15,0.00895316,"(((x0 + -0.3063661) * ((x0 + -1.974498) + x1)) * (x1 * -0.24272442)) + 0.020580158"
