Complexity,Loss,Equation
1,0.009629252,"0.004072079"
3,0.009202912,"x0 * 0.065511525"
5,0.009005253,"(x0 * 0.1063427) - 0.019227795"
9,0.008981372,"(x0 * ((x0 * -0.09818595) + 0.17971036)) - 0.02516467"
13,0.008981371,"(2.0642886 - (x0 * (x0 * 0.098192945))) - ((x0 * -0.17977622) - -2.0894673)"
17,0.008963474,"((x0 - 1.2250669) * (x0 + -0.13304299)) * (((x1 - x0) * (x0 * 0.18404654)) + -0.18720412)"
19,0.008941233,"(((x1 * 0.22234206) * ((x1 - x0) * x0)) + -0.21806765) * ((x0 + -0.12528615) * (x0 - 1.1945249))"
