Complexity,Loss,Equation
1,0.009629252,"0.004074632"
3,0.009202912,"x0 * 0.06551202"
5,0.009005253,"-0.019219657 - (x0 * -0.10630964)"
9,0.008981373,"(x0 * ((x0 * -0.09814551) + 0.17967351)) - 0.02516354"
11,0.008981372,"(x0 * ((x0 * -0.09826932) + 1.1797714)) - (x0 + 0.02517288)"
15,0.008980382,"(x1 * -0.015617296) - (x0 * (((x0 + -2.5583909) - (x0 * -0.60141456)) * 0.06493842))"
19,0.008970062,"(((x1 * (x0 - ((x1 - x0) * x1))) * ((1.9602336 - x1) - x0)) * 0.04710543) - -0.042035993"
