Complexity,Loss,Equation
1,0.009629252,"0.004075213"
3,0.009202912,"x0 * 0.06551189"
5,0.009005253,"-0.019219281 - (x0 * -0.10630876)"
9,0.008981372,"(x0 * ((x0 * -0.09829017) + 0.1797876)) - 0.02517325"
15,0.008954795,"(((x0 * 0.28016216) - 0.03962897) * ((0.27019992 - (x0 + -1.7835379)) - x1)) * x1"
17,0.008953664,"((((x0 * 0.28016216) - 0.03962897) * ((0.27019992 - (x0 + -1.7835379)) - x1)) * x1) * 0.991006"
