Complexity,Loss,Equation
1,0.009629252,"0.0040691155"
3,0.009202912,"x0 * 0.06551186"
5,0.009005253,"(x0 * 0.10630925) + -0.019219287"
9,0.008981372,"(((x0 * -0.098193094) + 0.17970416) * x0) - 0.025164727"
11,0.008980361,"(x1 * -0.015703402) + (((x0 * -0.106655106) + 0.16789791) * x0)"
13,0.008966991,"(x0 * ((x0 * ((x0 * 0.3457994) + -0.51559794)) + 0.30392975)) + -0.03138916"
19,0.008961093,"(((((x0 * -0.32508972) * (x1 + (x0 - 2.0526028))) * 0.83834547) + (1.5278144 - 1.3623183)) + -0.18191844) * x1"
