time,AO,LP,LB
91.25,0,0.835,0
91.5,0,0.835,0
91.75,0,0.835,0
92,0,0.835,0
92.25,0,0.835,0
92.5,0,0.835,0
92.75,0,0.835,0
93,0,0.835,0
93.25,0,0.835,0
93.5,0,0.835,0
93.75,0,0.835,0
94,0,0.835,0
94.25,0,0.835,0
94.5,0,0.835,0
94.75,0,0.836,0
95,0,0.835,0
95.25,0,0.835,0
95.5,0,0.836,0
95.75,0,0.836,0
96,0,0.836,0
