time,AO,LP,LB
69.25,0,0.871,0
69.5,0,0.872,0
69.75,0,0.873,0
70,0,0.874,0
70.25,0,0.875,0
70.5,0,0.875,0
70.75,0,0.876,0
71,0,0.877,0
71.25,0,0.878,0
71.5,0,0.878,0
71.75,0,0.879,0
72,0,0.879,0
72.25,0,0.88,0
72.5,0,0.88,0
72.75,0,0.88,0
73,0,0.879,0
73.25,0,0.879,0
73.5,0,0.878,0
73.75,0,0.877,0
74,0,0.876,0
74.25,0,0.876,0
74.5,0,0.875,0
74.75,0,0.874,0
75,0,0.873,0
75.25,0,0.873,0
75.5,0,0.872,0
75.75,0,0.871,0
76,0,0.87,0
76.25,0,0.869,0
76.5,0,0.868,0
76.75,0,0.868,0
77,0,0.867,0
77.25,0,0.867,0
77.5,0,0.866,0
77.75,0,0.865,0
78,0,0.865,0
78.25,0,0.864,0
78.5,0,0.864,0
78.75,0,0.863,0
79,0,0.863,0
79.25,0,0.862,0
79.5,0,0.862,0
79.75,0,0.861,0
80,0,0.861,0
80.25,0,0.86,0
80.5,0,0.86,0
80.75,0,0.86,0
81,0,0.859,0
81.25,0,0.859,0
81.5,0,0.858,0
81.75,0,0.858,0
82,0,0.858,0
82.25,0,0.857,0
82.5,0,0.857,0
82.75,0,0.857,0
83,0,0.856,0
83.25,0,0.856,0
83.5,0,0.856,0
83.75,0,0.856,0
84,0,0.856,0
84.25,0,0.855,0
84.5,0,0.855,0
84.75,0,0.855,0
85,0,0.854,0
85.25,0,0.854,0
85.5,0,0.854,0
85.75,0,0.854,0
86,0,0.854,0
86.25,0,0.854,0
86.5,0,0.853,0
86.75,0,0.853,0
87,0,0.853,0
87.25,0,0.853,0
87.5,0,0.853,0
87.75,0,0.852,0
88,0,0.852,0
88.25,0,0.852,0
88.5,0,0.852,0
88.75,0,0.852,0
89,0,0.851,0
89.25,0,0.851,0
89.5,0,0.851,0
89.75,0,0.851,0
90,0,0.851,0
90.25,0,0.851,0
90.5,0,0.851,0
90.75,0,0.851,0
91,0,0.851,0
91.25,0,0.851,0
91.5,0,0.851,0
91.75,0,0.851,0
92,0,0.851,0
92.25,0,0.851,0
92.5,0,0.851,0
92.75,0,0.851,0
93,0,0.851,0
93.25,0,0.851,0
93.5,0,0.851,0
93.75,0,0.851,0
94,0,0.851,0
94.25,0,0.851,0
94.5,0,0.851,0
94.75,0,0.851,0
95,0,0.851,0
95.25,0,0.851,0
95.5,0,0.851,0
95.75,0,0.851,0
96,0,0.852,0
