time,replicate,AO,LP,LB
0,B8,0,0,0.153
0.25,B8,0,0,0.152
0.5,B8,0,0,0.152
0.75,B8,0,0,0.152
1,B8,0,0,0.152
1.25,B8,0,0,0.152
1.5,B8,0,0,0.152
1.75,B8,0,0,0.152
2,B8,0,0,0.152
2.25,B8,0,0,0.152
2.5,B8,0,0,0.152
2.75,B8,0,0,0.153
3,B8,0,0,0.153
3.25,B8,0,0,0.153
3.5,B8,0,0,0.153
3.75,B8,0,0,0.154
4,B8,0,0,0.154
4.25,B8,0,0,0.154
4.5,B8,0,0,0.154
4.75,B8,0,0,0.155
5,B8,0,0,0.155
5.25,B8,0,0,0.156
5.5,B8,0,0,0.156
5.75,B8,0,0,0.157
6,B8,0,0,0.158
6.25,B8,0,0,0.159
6.5,B8,0,0,0.16
6.75,B8,0,0,0.161
7,B8,0,0,0.162
7.25,B8,0,0,0.164
7.5,B8,0,0,0.165
7.75,B8,0,0,0.166
8,B8,0,0,0.169
8.25,B8,0,0,0.171
8.5,B8,0,0,0.173
8.75,B8,0,0,0.176
9,B8,0,0,0.178
9.25,B8,0,0,0.181
9.5,B8,0,0,0.185
9.75,B8,0,0,0.188
10,B8,0,0,0.192
10.25,B8,0,0,0.196
10.5,B8,0,0,0.199
10.75,B8,0,0,0.204
11,B8,0,0,0.21
11.25,B8,0,0,0.214
11.5,B8,0,0,0.219
11.75,B8,0,0,0.224
12,B8,0,0,0.229
12.25,B8,0,0,0.234
12.5,B8,0,0,0.24
12.75,B8,0,0,0.245
13,B8,0,0,0.25
13.25,B8,0,0,0.256
13.5,B8,0,0,0.261
13.75,B8,0,0,0.265
14,B8,0,0,0.269
14.25,B8,0,0,0.276
14.5,B8,0,0,0.279
14.75,B8,0,0,0.284
15,B8,0,0,0.289
15.25,B8,0,0,0.293
15.5,B8,0,0,0.298
15.75,B8,0,0,0.302
16,B8,0,0,0.306
16.25,B8,0,0,0.311
16.5,B8,0,0,0.314
16.75,B8,0,0,0.319
17,B8,0,0,0.324
17.25,B8,0,0,0.327
17.5,B8,0,0,0.329
17.75,B8,0,0,0.334
18,B8,0,0,0.337
18.25,B8,0,0,0.34
18.5,B8,0,0,0.344
18.75,B8,0,0,0.348
19,B8,0,0,0.349
19.25,B8,0,0,0.354
19.5,B8,0,0,0.358
19.75,B8,0,0,0.36
20,B8,0,0,0.363
20.25,B8,0,0,0.367
20.5,B8,0,0,0.37
20.75,B8,0,0,0.373
21,B8,0,0,0.376
21.25,B8,0,0,0.38
21.5,B8,0,0,0.383
21.75,B8,0,0,0.386
22,B8,0,0,0.388
22.25,B8,0,0,0.393
22.5,B8,0,0,0.396
22.75,B8,0,0,0.398
23,B8,0,0,0.398
23.25,B8,0,0,0.403
23.5,B8,0,0,0.407
23.75,B8,0,0,0.406
24,B8,0,0,0.407
24.25,B8,0,0,0.413
24.5,B8,0,0,0.412
24.75,B8,0,0,0.419
25,B8,0,0,0.421
25.25,B8,0,0,0.423
25.5,B8,0,0,0.426
25.75,B8,0,0,0.429
26,B8,0,0,0.431
26.25,B8,0,0,0.433
26.5,B8,0,0,0.434
26.75,B8,0,0,0.439
27,B8,0,0,0.441
27.25,B8,0,0,0.444
27.5,B8,0,0,0.448
27.75,B8,0,0,0.45
28,B8,0,0,0.452
28.25,B8,0,0,0.455
28.5,B8,0,0,0.457
28.75,B8,0,0,0.463
29,B8,0,0,0.464
29.25,B8,0,0,0.467
29.5,B8,0,0,0.468
29.75,B8,0,0,0.47
30,B8,0,0,0.473
30.25,B8,0,0,0.475
30.5,B8,0,0,0.48
30.75,B8,0,0,0.483
31,B8,0,0,0.486
31.25,B8,0,0,0.487
31.5,B8,0,0,0.492
31.75,B8,0,0,0.49
32,B8,0,0,0.494
32.25,B8,0,0,0.496
32.5,B8,0,0,0.5
32.75,B8,0,0,0.502
33,B8,0,0,0.504
33.25,B8,0,0,0.506
33.5,B8,0,0,0.507
33.75,B8,0,0,0.511
34,B8,0,0,0.513
34.25,B8,0,0,0.516
34.5,B8,0,0,0.517
34.75,B8,0,0,0.519
35,B8,0,0,0.519
35.25,B8,0,0,0.523
35.5,B8,0,0,0.525
35.75,B8,0,0,0.527
36,B8,0,0,0.528
36.25,B8,0,0,0.529
36.5,B8,0,0,0.532
36.75,B8,0,0,0.533
37,B8,0,0,0.536
37.25,B8,0,0,0.538
37.5,B8,0,0,0.538
37.75,B8,0,0,0.54
38,B8,0,0,0.543
38.25,B8,0,0,0.544
38.5,B8,0,0,0.546
38.75,B8,0,0,0.547
39,B8,0,0,0.547
39.25,B8,0,0,0.551
39.5,B8,0,0,0.55
39.75,B8,0,0,0.552
40,B8,0,0,0.554
40.25,B8,0,0,0.556
40.5,B8,0,0,0.557
40.75,B8,0,0,0.558
41,B8,0,0,0.56
41.25,B8,0,0,0.561
41.5,B8,0,0,0.562
41.75,B8,0,0,0.564
42,B8,0,0,0.565
42.25,B8,0,0,0.567
42.5,B8,0,0,0.568
42.75,B8,0,0,0.57
43,B8,0,0,0.57
43.25,B8,0,0,0.571
43.5,B8,0,0,0.572
43.75,B8,0,0,0.573
44,B8,0,0,0.574
44.25,B8,0,0,0.575
44.5,B8,0,0,0.576
44.75,B8,0,0,0.577
45,B8,0,0,0.579
45.25,B8,0,0,0.58
45.5,B8,0,0,0.581
45.75,B8,0,0,0.582
46,B8,0,0,0.583
46.25,B8,0,0,0.584
46.5,B8,0,0,0.585
46.75,B8,0,0,0.586
47,B8,0,0,0.587
47.25,B8,0,0,0.588
47.5,B8,0,0,0.589
47.75,B8,0,0,0.59
48,B8,0,0,0.591
48.25,B8,0,0,0.592
48.5,B8,0,0,0.593
48.75,B8,0,0,0.594
49,B8,0,0,0.594
49.25,B8,0,0,0.595
49.5,B8,0,0,0.596
49.75,B8,0,0,0.597
50,B8,0,0,0.598
50.25,B8,0,0,0.598
50.5,B8,0,0,0.6
50.75,B8,0,0,0.6
51,B8,0,0,0.602
51.25,B8,0,0,0.602
51.5,B8,0,0,0.603
51.75,B8,0,0,0.604
52,B8,0,0,0.604
52.25,B8,0,0,0.605
52.5,B8,0,0,0.606
52.75,B8,0,0,0.607
53,B8,0,0,0.607
53.25,B8,0,0,0.608
53.5,B8,0,0,0.608
53.75,B8,0,0,0.609
54,B8,0,0,0.61
54.25,B8,0,0,0.611
54.5,B8,0,0,0.612
54.75,B8,0,0,0.612
55,B8,0,0,0.613
55.25,B8,0,0,0.613
55.5,B8,0,0,0.614
55.75,B8,0,0,0.615
56,B8,0,0,0.615
56.25,B8,0,0,0.616
56.5,B8,0,0,0.617
56.75,B8,0,0,0.618
57,B8,0,0,0.618
57.25,B8,0,0,0.618
57.5,B8,0,0,0.619
57.75,B8,0,0,0.62
58,B8,0,0,0.621
58.25,B8,0,0,0.621
58.5,B8,0,0,0.622
58.75,B8,0,0,0.623
59,B8,0,0,0.623
59.25,B8,0,0,0.624
59.5,B8,0,0,0.625
59.75,B8,0,0,0.625
60,B8,0,0,0.626
60.25,B8,0,0,0.626
60.5,B8,0,0,0.627
60.75,B8,0,0,0.627
61,B8,0,0,0.628
61.25,B8,0,0,0.629
61.5,B8,0,0,0.629
61.75,B8,0,0,0.63
62,B8,0,0,0.63
62.25,B8,0,0,0.631
62.5,B8,0,0,0.632
62.75,B8,0,0,0.633
63,B8,0,0,0.633
63.25,B8,0,0,0.634
63.5,B8,0,0,0.634
63.75,B8,0,0,0.634
64,B8,0,0,0.636
64.25,B8,0,0,0.636
64.5,B8,0,0,0.637
64.75,B8,0,0,0.637
65,B8,0,0,0.638
65.25,B8,0,0,0.638
65.5,B8,0,0,0.638
65.75,B8,0,0,0.639
66,B8,0,0,0.64
66.25,B8,0,0,0.64
66.5,B8,0,0,0.641
66.75,B8,0,0,0.641
67,B8,0,0,0.641
67.25,B8,0,0,0.642
67.5,B8,0,0,0.642
67.75,B8,0,0,0.643
68,B8,0,0,0.643
68.25,B8,0,0,0.644
68.5,B8,0,0,0.644
68.75,B8,0,0,0.645
69,B8,0,0,0.645
69.25,B8,0,0,0.645
69.5,B8,0,0,0.646
69.75,B8,0,0,0.647
70,B8,0,0,0.647
70.25,B8,0,0,0.648
70.5,B8,0,0,0.648
70.75,B8,0,0,0.649
71,B8,0,0,0.649
71.25,B8,0,0,0.65
71.5,B8,0,0,0.65
71.75,B8,0,0,0.651
72,B8,0,0,0.651
72.25,B8,0,0,0.651
72.5,B8,0,0,0.651
72.75,B8,0,0,0.652
73,B8,0,0,0.652
73.25,B8,0,0,0.653
73.5,B8,0,0,0.654
73.75,B8,0,0,0.654
74,B8,0,0,0.655
74.25,B8,0,0,0.655
74.5,B8,0,0,0.656
74.75,B8,0,0,0.656
75,B8,0,0,0.656
75.25,B8,0,0,0.657
75.5,B8,0,0,0.657
75.75,B8,0,0,0.657
76,B8,0,0,0.658
76.25,B8,0,0,0.658
76.5,B8,0,0,0.659
76.75,B8,0,0,0.659
77,B8,0,0,0.66
77.25,B8,0,0,0.66
77.5,B8,0,0,0.66
77.75,B8,0,0,0.661
78,B8,0,0,0.661
78.25,B8,0,0,0.662
78.5,B8,0,0,0.662
78.75,B8,0,0,0.662
79,B8,0,0,0.663
79.25,B8,0,0,0.663
79.5,B8,0,0,0.664
79.75,B8,0,0,0.664
80,B8,0,0,0.664
80.25,B8,0,0,0.664
80.5,B8,0,0,0.665
80.75,B8,0,0,0.665
81,B8,0,0,0.666
81.25,B8,0,0,0.666
81.5,B8,0,0,0.666
81.75,B8,0,0,0.667
82,B8,0,0,0.667
82.25,B8,0,0,0.668
82.5,B8,0,0,0.668
82.75,B8,0,0,0.669
83,B8,0,0,0.669
83.25,B8,0,0,0.669
83.5,B8,0,0,0.67
83.75,B8,0,0,0.67
84,B8,0,0,0.67
84.25,B8,0,0,0.671
84.5,B8,0,0,0.671
84.75,B8,0,0,0.671
85,B8,0,0,0.672
85.25,B8,0,0,0.672
85.5,B8,0,0,0.673
85.75,B8,0,0,0.673
86,B8,0,0,0.674
86.25,B8,0,0,0.674
86.5,B8,0,0,0.674
86.75,B8,0,0,0.674
87,B8,0,0,0.675
87.25,B8,0,0,0.675
87.5,B8,0,0,0.676
87.75,B8,0,0,0.676
88,B8,0,0,0.676
88.25,B8,0,0,0.676
88.5,B8,0,0,0.677
88.75,B8,0,0,0.677
89,B8,0,0,0.677
89.25,B8,0,0,0.678
89.5,B8,0,0,0.678
89.75,B8,0,0,0.678
90,B8,0,0,0.678
90.25,B8,0,0,0.679
90.5,B8,0,0,0.679
90.75,B8,0,0,0.68
91,B8,0,0,0.68
91.25,B8,0,0,0.68
91.5,B8,0,0,0.68
91.75,B8,0,0,0.681
92,B8,0,0,0.681
92.25,B8,0,0,0.681
92.5,B8,0,0,0.682
92.75,B8,0,0,0.682
93,B8,0,0,0.683
93.25,B8,0,0,0.683
93.5,B8,0,0,0.683
93.75,B8,0,0,0.684
94,B8,0,0,0.684
94.25,B8,0,0,0.684
94.5,B8,0,0,0.684
94.75,B8,0,0,0.685
95,B8,0,0,0.685
95.25,B8,0,0,0.685
95.5,B8,0,0,0.686
95.75,B8,0,0,0.686
96,B8,0,0,0.686
