time,replicate,AO,LP,LB
54.75,E1,0.689,0,0
55,E1,0.691,0,0
55.25,E1,0.693,0,0
55.5,E1,0.693,0,0
55.75,E1,0.695,0,0
56,E1,0.696,0,0
56.25,E1,0.698,0,0
56.5,E1,0.698,0,0
56.75,E1,0.7,0,0
57,E1,0.701,0,0
57.25,E1,0.703,0,0
57.5,E1,0.704,0,0
57.75,E1,0.705,0,0
58,E1,0.706,0,0
58.25,E1,0.707,0,0
58.5,E1,0.708,0,0
58.75,E1,0.71,0,0
59,E1,0.711,0,0
59.25,E1,0.713,0,0
59.5,E1,0.713,0,0
59.75,E1,0.714,0,0
60,E1,0.716,0,0
60.25,E1,0.717,0,0
60.5,E1,0.718,0,0
60.75,E1,0.719,0,0
61,E1,0.721,0,0
61.25,E1,0.721,0,0
61.5,E1,0.723,0,0
61.75,E1,0.723,0,0
62,E1,0.724,0,0
62.25,E1,0.726,0,0
62.5,E1,0.727,0,0
62.75,E1,0.728,0,0
63,E1,0.729,0,0
63.25,E1,0.73,0,0
63.5,E1,0.731,0,0
63.75,E1,0.732,0,0
64,E1,0.734,0,0
64.25,E1,0.737,0,0
64.5,E1,0.735,0,0
64.75,E1,0.736,0,0
65,E1,0.737,0,0
65.25,E1,0.738,0,0
65.5,E1,0.739,0,0
65.75,E1,0.741,0,0
66,E1,0.742,0,0
66.25,E1,0.742,0,0
66.5,E1,0.743,0,0
66.75,E1,0.744,0,0
67,E1,0.745,0,0
67.25,E1,0.746,0,0
67.5,E1,0.748,0,0
67.75,E1,0.748,0,0
68,E1,0.749,0,0
68.25,E1,0.749,0,0
68.5,E1,0.751,0,0
68.75,E1,0.752,0,0
69,E1,0.752,0,0
69.25,E1,0.754,0,0
69.5,E1,0.755,0,0
69.75,E1,0.756,0,0
70,E1,0.757,0,0
70.25,E1,0.757,0,0
70.5,E1,0.759,0,0
70.75,E1,0.76,0,0
71,E1,0.761,0,0
71.25,E1,0.762,0,0
71.5,E1,0.763,0,0
71.75,E1,0.764,0,0
72,E1,0.764,0,0
72.25,E1,0.766,0,0
72.5,E1,0.767,0,0
72.75,E1,0.768,0,0
73,E1,0.768,0,0
73.25,E1,0.769,0,0
73.5,E1,0.77,0,0
73.75,E1,0.771,0,0
74,E1,0.771,0,0
74.25,E1,0.773,0,0
74.5,E1,0.773,0,0
74.75,E1,0.775,0,0
75,E1,0.775,0,0
75.25,E1,0.776,0,0
75.5,E1,0.777,0,0
75.75,E1,0.778,0,0
76,E1,0.778,0,0
76.25,E1,0.779,0,0
76.5,E1,0.78,0,0
76.75,E1,0.78,0,0
77,E1,0.781,0,0
77.25,E1,0.782,0,0
77.5,E1,0.783,0,0
77.75,E1,0.783,0,0
78,E1,0.785,0,0
78.25,E1,0.785,0,0
78.5,E1,0.785,0,0
78.75,E1,0.787,0,0
79,E1,0.788,0,0
79.25,E1,0.788,0,0
79.5,E1,0.789,0,0
79.75,E1,0.79,0,0
80,E1,0.791,0,0
80.25,E1,0.791,0,0
80.5,E1,0.792,0,0
80.75,E1,0.792,0,0
81,E1,0.793,0,0
81.25,E1,0.794,0,0
81.5,E1,0.794,0,0
81.75,E1,0.795,0,0
82,E1,0.796,0,0
82.25,E1,0.797,0,0
82.5,E1,0.797,0,0
82.75,E1,0.798,0,0
83,E1,0.798,0,0
83.25,E1,0.799,0,0
83.5,E1,0.8,0,0
83.75,E1,0.8,0,0
84,E1,0.801,0,0
84.25,E1,0.802,0,0
84.5,E1,0.803,0,0
84.75,E1,0.803,0,0
85,E1,0.804,0,0
85.25,E1,0.805,0,0
85.5,E1,0.806,0,0
85.75,E1,0.806,0,0
86,E1,0.807,0,0
86.25,E1,0.808,0,0
86.5,E1,0.809,0,0
86.75,E1,0.809,0,0
87,E1,0.81,0,0
87.25,E1,0.811,0,0
87.5,E1,0.811,0,0
87.75,E1,0.812,0,0
88,E1,0.813,0,0
88.25,E1,0.813,0,0
88.5,E1,0.813,0,0
88.75,E1,0.814,0,0
89,E1,0.815,0,0
89.25,E1,0.816,0,0
89.5,E1,0.817,0,0
89.75,E1,0.818,0,0
90,E1,0.818,0,0
90.25,E1,0.818,0,0
90.5,E1,0.819,0,0
90.75,E1,0.82,0,0
91,E1,0.82,0,0
91.25,E1,0.821,0,0
91.5,E1,0.822,0,0
91.75,E1,0.822,0,0
92,E1,0.823,0,0
92.25,E1,0.824,0,0
92.5,E1,0.824,0,0
