time,replicate,AO,LP,LB
0,B4,0,0,0.15
0.25,B4,0,0,0.151
0.5,B4,0,0,0.151
0.75,B4,0,0,0.151
1,B4,0,0,0.151
1.25,B4,0,0,0.151
1.5,B4,0,0,0.151
1.75,B4,0,0,0.151
2,B4,0,0,0.151
2.25,B4,0,0,0.151
2.5,B4,0,0,0.151
2.75,B4,0,0,0.151
3,B4,0,0,0.152
3.25,B4,0,0,0.152
3.5,B4,0,0,0.152
3.75,B4,0,0,0.152
4,B4,0,0,0.152
4.25,B4,0,0,0.153
4.5,B4,0,0,0.153
4.75,B4,0,0,0.153
5,B4,0,0,0.153
5.25,B4,0,0,0.154
5.5,B4,0,0,0.154
5.75,B4,0,0,0.154
6,B4,0,0,0.155
6.25,B4,0,0,0.156
6.5,B4,0,0,0.156
6.75,B4,0,0,0.157
7,B4,0,0,0.158
7.25,B4,0,0,0.159
7.5,B4,0,0,0.161
7.75,B4,0,0,0.162
8,B4,0,0,0.163
8.25,B4,0,0,0.165
8.5,B4,0,0,0.167
8.75,B4,0,0,0.17
9,B4,0,0,0.173
9.25,B4,0,0,0.175
9.5,B4,0,0,0.178
9.75,B4,0,0,0.181
10,B4,0,0,0.185
10.25,B4,0,0,0.189
10.5,B4,0,0,0.192
10.75,B4,0,0,0.196
11,B4,0,0,0.201
11.25,B4,0,0,0.205
11.5,B4,0,0,0.21
11.75,B4,0,0,0.214
12,B4,0,0,0.219
12.25,B4,0,0,0.224
12.5,B4,0,0,0.229
12.75,B4,0,0,0.233
13,B4,0,0,0.238
13.25,B4,0,0,0.244
13.5,B4,0,0,0.248
13.75,B4,0,0,0.253
14,B4,0,0,0.258
14.25,B4,0,0,0.264
14.5,B4,0,0,0.268
14.75,B4,0,0,0.273
15,B4,0,0,0.276
15.25,B4,0,0,0.282
15.5,B4,0,0,0.287
15.75,B4,0,0,0.291
16,B4,0,0,0.294
16.25,B4,0,0,0.299
16.5,B4,0,0,0.301
16.75,B4,0,0,0.306
17,B4,0,0,0.31
17.25,B4,0,0,0.313
17.5,B4,0,0,0.319
17.75,B4,0,0,0.323
18,B4,0,0,0.327
18.25,B4,0,0,0.331
18.5,B4,0,0,0.33
18.75,B4,0,0,0.336
19,B4,0,0,0.34
19.25,B4,0,0,0.343
19.5,B4,0,0,0.349
19.75,B4,0,0,0.352
20,B4,0,0,0.353
20.25,B4,0,0,0.356
20.5,B4,0,0,0.359
20.75,B4,0,0,0.362
21,B4,0,0,0.365
21.25,B4,0,0,0.368
21.5,B4,0,0,0.373
21.75,B4,0,0,0.375
22,B4,0,0,0.377
22.25,B4,0,0,0.378
22.5,B4,0,0,0.381
22.75,B4,0,0,0.383
23,B4,0,0,0.387
23.25,B4,0,0,0.391
23.5,B4,0,0,0.392
23.75,B4,0,0,0.393
24,B4,0,0,0.396
24.25,B4,0,0,0.399
24.5,B4,0,0,0.399
24.75,B4,0,0,0.402
25,B4,0,0,0.406
25.25,B4,0,0,0.407
25.5,B4,0,0,0.408
25.75,B4,0,0,0.414
26,B4,0,0,0.418
26.25,B4,0,0,0.419
26.5,B4,0,0,0.42
26.75,B4,0,0,0.424
27,B4,0,0,0.423
27.25,B4,0,0,0.424
27.5,B4,0,0,0.429
27.75,B4,0,0,0.432
28,B4,0,0,0.434
28.25,B4,0,0,0.436
28.5,B4,0,0,0.439
28.75,B4,0,0,0.442
29,B4,0,0,0.443
29.25,B4,0,0,0.446
29.5,B4,0,0,0.448
29.75,B4,0,0,0.45
30,B4,0,0,0.455
30.25,B4,0,0,0.456
30.5,B4,0,0,0.459
30.75,B4,0,0,0.461
31,B4,0,0,0.461
31.25,B4,0,0,0.463
31.5,B4,0,0,0.465
31.75,B4,0,0,0.469
32,B4,0,0,0.47
32.25,B4,0,0,0.472
32.5,B4,0,0,0.474
32.75,B4,0,0,0.475
33,B4,0,0,0.478
33.25,B4,0,0,0.48
33.5,B4,0,0,0.481
33.75,B4,0,0,0.484
34,B4,0,0,0.486
34.25,B4,0,0,0.488
34.5,B4,0,0,0.49
34.75,B4,0,0,0.491
35,B4,0,0,0.491
35.25,B4,0,0,0.495
35.5,B4,0,0,0.496
35.75,B4,0,0,0.499
36,B4,0,0,0.499
36.25,B4,0,0,0.501
36.5,B4,0,0,0.503
36.75,B4,0,0,0.505
37,B4,0,0,0.506
37.25,B4,0,0,0.507
37.5,B4,0,0,0.509
37.75,B4,0,0,0.511
38,B4,0,0,0.513
38.25,B4,0,0,0.515
38.5,B4,0,0,0.515
38.75,B4,0,0,0.516
39,B4,0,0,0.516
39.25,B4,0,0,0.517
39.5,B4,0,0,0.518
39.75,B4,0,0,0.52
40,B4,0,0,0.52
40.25,B4,0,0,0.521
40.5,B4,0,0,0.524
40.75,B4,0,0,0.525
41,B4,0,0,0.526
41.25,B4,0,0,0.527
41.5,B4,0,0,0.528
41.75,B4,0,0,0.528
42,B4,0,0,0.53
42.25,B4,0,0,0.531
42.5,B4,0,0,0.532
42.75,B4,0,0,0.532
43,B4,0,0,0.532
43.25,B4,0,0,0.532
43.5,B4,0,0,0.533
43.75,B4,0,0,0.534
44,B4,0,0,0.535
44.25,B4,0,0,0.536
44.5,B4,0,0,0.537
44.75,B4,0,0,0.538
45,B4,0,0,0.539
45.25,B4,0,0,0.54
45.5,B4,0,0,0.54
45.75,B4,0,0,0.541
46,B4,0,0,0.542
46.25,B4,0,0,0.543
46.5,B4,0,0,0.544
46.75,B4,0,0,0.544
47,B4,0,0,0.545
47.25,B4,0,0,0.546
47.5,B4,0,0,0.547
47.75,B4,0,0,0.547
48,B4,0,0,0.548
48.25,B4,0,0,0.548
48.5,B4,0,0,0.549
48.75,B4,0,0,0.549
49,B4,0,0,0.55
49.25,B4,0,0,0.551
49.5,B4,0,0,0.551
49.75,B4,0,0,0.552
50,B4,0,0,0.553
50.25,B4,0,0,0.553
50.5,B4,0,0,0.554
50.75,B4,0,0,0.555
51,B4,0,0,0.555
51.25,B4,0,0,0.556
51.5,B4,0,0,0.556
51.75,B4,0,0,0.557
52,B4,0,0,0.557
52.25,B4,0,0,0.557
52.5,B4,0,0,0.558
52.75,B4,0,0,0.558
53,B4,0,0,0.559
53.25,B4,0,0,0.56
53.5,B4,0,0,0.56
53.75,B4,0,0,0.561
54,B4,0,0,0.561
54.25,B4,0,0,0.562
54.5,B4,0,0,0.562
54.75,B4,0,0,0.563
55,B4,0,0,0.564
55.25,B4,0,0,0.564
55.5,B4,0,0,0.564
55.75,B4,0,0,0.564
56,B4,0,0,0.566
56.25,B4,0,0,0.565
56.5,B4,0,0,0.566
56.75,B4,0,0,0.567
57,B4,0,0,0.567
57.25,B4,0,0,0.568
57.5,B4,0,0,0.568
57.75,B4,0,0,0.568
58,B4,0,0,0.569
58.25,B4,0,0,0.569
58.5,B4,0,0,0.569
58.75,B4,0,0,0.57
59,B4,0,0,0.57
59.25,B4,0,0,0.571
59.5,B4,0,0,0.571
59.75,B4,0,0,0.572
60,B4,0,0,0.572
60.25,B4,0,0,0.572
60.5,B4,0,0,0.572
60.75,B4,0,0,0.573
61,B4,0,0,0.573
61.25,B4,0,0,0.574
61.5,B4,0,0,0.574
61.75,B4,0,0,0.574
62,B4,0,0,0.574
62.25,B4,0,0,0.575
62.5,B4,0,0,0.575
62.75,B4,0,0,0.576
63,B4,0,0,0.576
63.25,B4,0,0,0.577
63.5,B4,0,0,0.577
63.75,B4,0,0,0.577
64,B4,0,0,0.578
64.25,B4,0,0,0.578
64.5,B4,0,0,0.579
64.75,B4,0,0,0.579
65,B4,0,0,0.579
65.25,B4,0,0,0.58
65.5,B4,0,0,0.58
65.75,B4,0,0,0.58
66,B4,0,0,0.58
66.25,B4,0,0,0.581
66.5,B4,0,0,0.581
66.75,B4,0,0,0.581
67,B4,0,0,0.582
67.25,B4,0,0,0.582
67.5,B4,0,0,0.583
67.75,B4,0,0,0.583
68,B4,0,0,0.583
68.25,B4,0,0,0.584
68.5,B4,0,0,0.584
68.75,B4,0,0,0.584
69,B4,0,0,0.585
69.25,B4,0,0,0.585
69.5,B4,0,0,0.585
69.75,B4,0,0,0.586
70,B4,0,0,0.586
70.25,B4,0,0,0.586
70.5,B4,0,0,0.586
70.75,B4,0,0,0.587
71,B4,0,0,0.587
71.25,B4,0,0,0.588
71.5,B4,0,0,0.588
71.75,B4,0,0,0.588
72,B4,0,0,0.588
72.25,B4,0,0,0.588
72.5,B4,0,0,0.589
72.75,B4,0,0,0.589
73,B4,0,0,0.589
73.25,B4,0,0,0.59
73.5,B4,0,0,0.59
73.75,B4,0,0,0.59
74,B4,0,0,0.591
74.25,B4,0,0,0.591
74.5,B4,0,0,0.591
74.75,B4,0,0,0.592
75,B4,0,0,0.592
75.25,B4,0,0,0.592
75.5,B4,0,0,0.593
75.75,B4,0,0,0.592
76,B4,0,0,0.593
76.25,B4,0,0,0.593
76.5,B4,0,0,0.593
76.75,B4,0,0,0.594
77,B4,0,0,0.594
77.25,B4,0,0,0.594
77.5,B4,0,0,0.594
77.75,B4,0,0,0.595
78,B4,0,0,0.595
78.25,B4,0,0,0.595
78.5,B4,0,0,0.595
78.75,B4,0,0,0.595
79,B4,0,0,0.596
79.25,B4,0,0,0.596
79.5,B4,0,0,0.596
79.75,B4,0,0,0.597
80,B4,0,0,0.597
80.25,B4,0,0,0.597
80.5,B4,0,0,0.598
80.75,B4,0,0,0.598
81,B4,0,0,0.598
81.25,B4,0,0,0.598
81.5,B4,0,0,0.598
81.75,B4,0,0,0.599
82,B4,0,0,0.599
82.25,B4,0,0,0.599
82.5,B4,0,0,0.6
82.75,B4,0,0,0.6
83,B4,0,0,0.6
83.25,B4,0,0,0.6
83.5,B4,0,0,0.601
83.75,B4,0,0,0.601
84,B4,0,0,0.601
84.25,B4,0,0,0.601
84.5,B4,0,0,0.602
84.75,B4,0,0,0.602
85,B4,0,0,0.602
85.25,B4,0,0,0.602
85.5,B4,0,0,0.602
85.75,B4,0,0,0.603
86,B4,0,0,0.603
86.25,B4,0,0,0.603
86.5,B4,0,0,0.603
86.75,B4,0,0,0.603
87,B4,0,0,0.604
87.25,B4,0,0,0.604
87.5,B4,0,0,0.604
87.75,B4,0,0,0.605
88,B4,0,0,0.605
88.25,B4,0,0,0.605
88.5,B4,0,0,0.605
88.75,B4,0,0,0.606
89,B4,0,0,0.606
89.25,B4,0,0,0.606
89.5,B4,0,0,0.607
89.75,B4,0,0,0.607
90,B4,0,0,0.607
90.25,B4,0,0,0.607
90.5,B4,0,0,0.607
90.75,B4,0,0,0.607
91,B4,0,0,0.607
91.25,B4,0,0,0.607
91.5,B4,0,0,0.608
91.75,B4,0,0,0.608
92,B4,0,0,0.608
92.25,B4,0,0,0.608
92.5,B4,0,0,0.608
92.75,B4,0,0,0.609
93,B4,0,0,0.609
93.25,B4,0,0,0.609
93.5,B4,0,0,0.609
93.75,B4,0,0,0.609
94,B4,0,0,0.61
94.25,B4,0,0,0.61
94.5,B4,0,0,0.61
94.75,B4,0,0,0.61
95,B4,0,0,0.61
95.25,B4,0,0,0.61
95.5,B4,0,0,0.61
95.75,B4,0,0,0.61
96,B4,0,0,0.611
