"time","LP","LB"
2,0.495961227786753,0.504038772213247
2.25,0.495961227786753,0.505654281098546
2.5,0.495961227786753,0.507269789983845
2.75,0.496768982229402,0.508077544426494
3,0.495961227786753,0.508077544426494
3.25,0.495961227786753,0.508077544426494
3.5,0.495961227786753,0.509693053311793
3.75,0.496768982229402,0.511308562197092
4,0.497576736672052,0.512116316639742
4.25,0.497576736672052,0.512116316639742
4.5,0.498384491114701,0.51373182552504
4.75,0.5,0.51453957996769
5,0.5,0.517770597738288
5.25,0.5,0.520193861066236
5.5,0.502423263327948,0.521001615508885
5.75,0.502423263327948,0.523424878836834
6,0.504038772213247,0.525040387722132
6.25,0.504846526655897,0.52827140549273
6.5,0.507269789983845,0.52827140549273
6.75,0.508885298869144,0.532310177705977
7,0.511308562197092,0.534733441033926
7.25,0.51373182552504,0.539579967689822
7.5,0.516155088852989,0.54281098546042
7.75,0.520193861066236,0.546042003231018
8,0.523424878836834,0.551696284329564
8.25,0.527463651050081,0.555735056542811
8.5,0.531502423263328,0.562197092084007
8.75,0.534733441033926,0.567043618739903
9,0.540387722132472,0.5718901453958
9.25,0.546042003231018,0.578352180936995
9.5,0.550080775444265,0.587237479806139
9.75,0.555735056542811,0.596122778675283
10,0.563812600969305,0.605815831987076
10.25,0.569466882067851,0.61470113085622
10.5,0.575928917609047,0.623586429725363
10.75,0.583198707592892,0.634894991922456
11,0.590468497576737,0.645395799676898
11.25,0.60016155088853,0.655896607431341
11.5,0.608239095315024,0.666397415185783
11.75,0.615508885298869,0.680129240710824
12,0.623586429725363,0.689822294022617
12.25,0.631663974151858,0.698707592891761
12.5,0.640549273021002,0.710823909531502
12.75,0.647011308562197,0.721324717285945
13,0.658319870759289,0.729402261712439
13.25,0.666397415185783,0.740710823909532
13.5,0.674474959612278,0.750403877221325
13.75,0.684975767366721,0.762520193861066
14,0.693861066235864,0.77140549273021
14.25,0.703554119547658,0.781906300484653
14.5,0.712439418416801,0.789176090468498
14.75,0.722132471728594,0.79967689822294
15,0.731017770597738,0.808562197092084
15.25,0.739095315024233,0.815024232633279
15.5,0.747980613893376,0.823909531502423
15.75,0.75686591276252,0.831179321486268
16,0.765751211631664,0.838449111470113
16.25,0.773828756058158,0.844911147011309
16.5,0.781906300484653,0.850565428109855
16.75,0.789176090468498,0.856219709208401
17,0.798869143780291,0.85702746365105
17.25,0.806946688206785,0.865105008077544
17.5,0.815024232633279,0.867528271405493
17.75,0.822294022617124,0.87156704361874
18,0.831179321486268,0.878836833602585
18.25,0.837641357027464,0.884491114701131
18.5,0.845718901453958,0.892568659127625
18.75,0.852988691437803,0.894991922455574
19,0.858642972536349,0.900646203554119
19.25,0.865912762520194,0.900646203554119
19.5,0.873182552504039,0.907915993537964
19.75,0.879644588045234,0.913570274636511
20,0.88610662358643,0.911954765751212
20.25,0.892568659127625,0.91437802907916
20.5,0.89983844911147,0.920032310177706
20.75,0.905492730210016,0.924071082390953
