Complexity,Loss,Equation
1,0.009629252,"0.0040691104"
3,0.009202912,"x0 * 0.065511905"
5,0.009005253,"(x0 * 0.106348105) + -0.019227982"
9,0.008981372,"(x0 * (0.17971435 - (x0 * 0.09820572))) - 0.025165657"
17,0.008972035,"0.5518384 - ((1.3630966 - x0) * (((x1 * 0.0132105965) - ((x0 * x0) * -0.71071005)) + 0.41250032))"
19,0.008962287,"x1 * (0.18217216 - ((1.0031757 - x0) * (((x1 * 0.10926834) + 0.03396298) - (x0 * (x0 * -0.556584)))))"
