Time_hr,Sa_OD,Sna_OD
0.166666666666667,0,0
0.333333333333333,0.00870575202364427,-0.00887241869031093
0.5,0.00305463331475623,-0.0032212999814229
0.666666666666667,-0.0005056592536833,0.000338992587016635
0.833333333333333,-0.0011655058194824,0.00133217248614907
1,-0.00249441314872679,0.00316107981539345
1.16666666666667,-0.0029753848449607,0.00380871817829404
1.33333333333333,-0.00380320615864098,0.00546987282530765
1.5,-0.00470577404156363,0.00720577404156363
1.66666666666667,-0.00423550404071569,0.0077355040407157
1.83333333333333,-0.00499515863283501,0.0101618252995017
2,-0.00499106544066884,0.0118243987740022
2.16666666666667,-0.00489480253898973,0.0140614692056564
2.33333333333333,-0.00531311612697221,0.0168131161269722
2.5,-0.00448574881783192,0.0191524154844986
2.66666666666667,-0.00385165375863672,0.0223516537586367
2.83333333333333,-0.00479474909166901,0.0279614157583357
3,-0.00451498167005947,0.0343483150033928
3.16666666666667,-0.00368390949428295,0.0393505761609496
3.33333333333333,-0.00344917291040815,0.0466158395770748
3.5,-0.0037239454044085,0.0568906120710752
3.66666666666667,-0.00228770724982205,0.0662877072498221
3.83333333333333,-0.00319653483237269,0.0818632014990394
4,-0.00227839956043006,0.0982783995604301
4.16666666666667,-0.000784433457851212,0.112617766791185
4.33333333333333,0.00232691184350922,0.125839754823157
4.5,0.0052408593730885,0.141925807293578
4.66666666666667,0.00972512814463687,0.153108205188696
4.83333333333333,0.0151101059945699,0.163556560672097
5,0.0197892104609161,0.179377456205751
5.16666666666667,0.0265693320441489,0.189930667955851
5.33333333333333,0.0326181827395718,0.196881817260428
5.5,0.0397379040088105,0.202262095991189
5.66666666666667,0.0478734940655702,0.207459839267763
5.83333333333333,0.0542605585751914,0.214239441424809
6,0.0605546681292706,0.221445331870729
6.16666666666667,0.0655441295737763,0.23012253709289
6.33333333333333,0.0720828690437719,0.238083797622895
6.5,0.0769534792662874,0.246879854067046
6.66666666666667,0.0816468622986584,0.257519804368008
6.83333333333333,0.0853650835470279,0.268801583119639
7,0.0904226172772526,0.277410716056081
7.16666666666667,0.092515473881693,0.286984526118307
7.33333333333333,0.0959081355332634,0.29292519780007
7.5,0.0996208406000888,0.299712492733245
7.66666666666667,0.101097278383005,0.308236054950328
7.83333333333333,0.105112180611587,0.31355448605508
8,0.107547245560864,0.32028608777247
8.16666666666667,0.10984248470125,0.326657515298751
8.33333333333333,0.113776701195414,0.330556632137919
8.5,0.117649392997961,0.333017273668706
8.66666666666667,0.120618504297118,0.335548162369548
8.83333333333333,0.123524333484723,0.337642333181944
9,0.127032093523013,0.338134573143653
9.16666666666667,0.131311908419715,0.337521424913619
9.33333333333333,0.135436560466604,0.336730106200063
9.5,0.138405001113741,0.336594998886259
9.66666666666667,0.142356282844637,0.335977050488696
9.83333333333333,0.144454472836231,0.335878860497102
10,0.147899429862562,0.334933903470771
10.1666666666667,0.150610269138079,0.334723064195254
10.3333333333333,0.153643866016227,0.333189467317106
10.5,0.157064821689686,0.332268511643648
10.6666666666667,0.157957968040478,0.332542031959522
10.8333333333333,0.161156700492022,0.331009966174645
11,0.162216248472121,0.331617084861212
11.1666666666667,0.164990649529647,0.330509350470353
11.3333333333333,0.166991039059652,0.329342294273681
11.5,0.169051120850501,0.328948879149499
11.6666666666667,0.171099685364669,0.328233647968665
11.8333333333333,0.173888216421844,0.326945116911489
12,0.175869247909321,0.326130752090679
12.1666666666667,0.177333855454857,0.326332811211809
12.3333333333333,0.180094407647995,0.323238925685338
12.5,0.181015031294578,0.322984968705421
12.6666666666667,0.183597056840408,0.320736276492925
12.8333333333333,0.186159866192643,0.318840133807357
13,0.187351859385424,0.317981473947909
13.1666666666667,0.189429643792674,0.315903689540659
13.3333333333333,0.191568966102525,0.314431033897475
13.5,0.193230240447914,0.312936426218753
13.6666666666667,0.195494759758938,0.310338573574395
13.8333333333333,0.196756544506258,0.309576788827075
14,0.199423658148361,0.307076341851639
14.1666666666667,0.200384558525543,0.305782108141124
14.3333333333333,0.202734272796794,0.303432393869873
14.5,0.203748101324701,0.301751898675299
14.6666666666667,0.206340318668635,0.298659681331365
14.8333333333333,0.207155663870249,0.297011002796418
15,0.208645207456352,0.295354792543648
15.1666666666667,0.210884683789075,0.291281982877592
15.3333333333333,0.211236234185664,0.29059709914767
15.5,0.212962383866321,0.287870949467012
15.6666666666667,0.214311585612706,0.284521747720627
15.8333333333333,0.215075927788974,0.283257405544359
16,0.216381744936572,0.280284921730094
