Complexity,Loss,Equation
1,0.009629252,"0.004075109"
3,0.009202912,"x0 * 0.06551211"
5,0.009005253,"(x0 * 0.10630949) + -0.019219654"
9,0.008981372,"(((x0 * -0.09817887) + 0.17969517) * x0) - 0.025164422"
