Complexity,Loss,Equation
1,0.009629252,"0.0040691104"
3,0.009202912,"x0 * 0.06551205"
5,0.009005253,"(x0 * 0.1063095) + -0.01921882"
9,0.008981372,"(x0 + -1.6826655) * ((x0 * -0.09772421) + 0.014941158)"
13,0.008979554,"(x0 + -0.14827251) * ((((x0 * x1) + x0) + -2.9323432) * -0.059952624)"
15,0.00897678,"((((x0 * (x1 - -0.15290408)) + x0) + -2.9324133) * (x0 + -0.14828902)) * -0.059947662"
17,0.00897626,"(x0 + -0.14827251) * ((((x0 * (x1 - (-0.8003754 + x0))) + x0) + -2.9323432) * -0.059952624)"
19,0.008973911,"((x0 * -0.06319175) + 0.0092065595) * (((x1 * x0) - ((x0 * x0) - x0)) + (x0 + -2.9050071))"
