Complexity,Loss,Equation
1,0.0011299002,"-0.0022352668"
3,0.0011169274,"x0 * -0.013182267"
5,0.0010595989,"(x0 * -0.027481752) * x1"
7,0.00092972064,"((x0 + -1.5656073) + x1) * -0.08001615"
9,0.00088409754,"(x1 * (-0.040943895 - (x0 * 0.08118851))) + 0.07346512"
13,0.00088250625,"((((x1 + 0.67339593) * -0.05569999) * x0) + (x1 * -0.056510437)) + 0.09698751"
17,0.0008825062,"((((x1 + 0.67339593) * (-0.05569999 * x0)) + (x1 * -0.056510437)) + (0.09698751 - x1)) + x1"
