Complexity,Loss,Equation
1,0.009629252,"0.004066645"
3,0.009202912,"x0 * 0.06551187"
5,0.009005253,"(x0 * 0.10633109) + -0.01922663"
9,0.008981372,"-0.02514067 - (x0 * ((x0 * 0.098230176) + -0.17964514))"
17,0.008979328,"((x1 * (x0 * -0.15330029)) * ((x0 * 0.7477354) + -0.36192942)) - ((x0 * -0.13078433) + 0.027101574)"
19,0.0089787105,"(((x0 * -0.14266406) * ((x0 * 0.853393) + -0.3677564)) * x1) - (((x0 * -0.1813559) + 0.035826527) * 0.7559261)"
