Complexity,Loss,Equation
1,0.46786952,"x0"
3,0.052572068,"x2 * x0"
5,0.023504307,"(x1 - -0.55001056) ^ 9.572941"
13,0.023370015,"(((x1 * ((x1 * x1) * 16.413424)) - -0.6847531) * x1) ^ 1.4268917"
15,0.022769453,"((x1 * (((x1 * (x1 * 27.56934)) * x1) - 0.46557814)) ^ 1.5392895) ^ x2"
17,0.01700522,"((x0 * x1) + (2.211855 - (x2 + -1.4823962))) - (((x1 * -17.952448) + 13.186351) * x2)"
19,0.013134173,"(x1 - (((x2 * 1.2998915) - -0.15107678) - x1)) + (((x1 + (x1 ^ 1.7527615)) ^ x0) * x0)"
