Complexity,Loss,Equation
1,0.00040442587,"0.012279863"
3,3.2288142e-5,"x0 * 0.062524855"
5,6.7107985e-6,"(x0 * 0.08891571) * x0"
7,3.4607503e-6,"((x1 * -0.103435755) - -0.157954) * x1"
9,1.1799013e-6,"(x1 * ((x1 * -0.084623486) + 0.11647707)) + 0.020187259"
13,1.7334737e-7,"((((x1 * -0.12192813) - (x0 * 1.0168221)) + 0.18791693) + x0) * x1"
