Complexity,Loss,Equation
1,0.0011299002,"-0.002225829"
3,0.0011169274,"x0 * -0.013179781"
5,0.0010595989,"(x0 * x1) * -0.027481768"
7,0.00092972064,"((x1 + x0) * -0.08001897) + 0.12528026"
9,0.00088409754,"(x1 * ((x0 * -0.08119123) - 0.040946137)) - -0.07346892"
11,0.0008840974,"(x1 * (1.2034397 - ((x0 * 0.081188835) + 1.2443839))) - -0.07346557"
17,0.00088248495,"((0.09206837 - x0) - (x1 * (x0 * 0.060978573))) + ((x0 * 0.9702129) + (x1 * -0.05324986))"
