Time,VC,EC,SA
1,64489,15360,-0
2,80368,19290,-0
3,90203,21713,-0
4,94910,23016,-0
5,101262,24638,-0
6,108105,26488,-0
7,115053,29420,-0
8,127983,34708,-0
9,121192,32836,-0
10,137774,41418,-0
11,206414,55153,-0
12,213886,70121,-0
13,331474,78145,-0
14,285643,81110,-0
15,359849,98681,-0
16,426382,106257,-0
17,498281,122941,-0
18,598662,142810,-0
