Time,VC,EC,SA
1,21515,5308,-0
2,33959,6068,-0
3,32619,6843,-0
4,329291,46595,-0
5,323143,53155,-0
6,304333,46169,-0
7,393157,64532,-0
8,305975,48508,-0
9,311232,48359,-0
10,314317,48497,-0
11,326066,51081,-0
12,421906,71521,-0
13,459670,60896,-0
14,354248,53752,-0
15,351470,54505,-0
16,369215,58124,-0
17,405278,64498,-0
18,456633,72262,-0
19,505524,79358,-0
20,590985,90605,-0
21,648345,99877,-0
22,692291,106111,-0
23,745156,113005,-0
24,789728,120686,-0
