Complexity,Loss,Equation
1,0.009629252,"0.004074734"
3,0.009202912,"x0 * 0.06551187"
5,0.009005253,"(x0 * 0.10634736) + -0.019233802"
7,0.009005252,"((x0 * 0.10630749) - 0.66236955) + 0.6431509"
9,0.008981395,"(((x0 + -1.8638684) * -0.09532619) * x0) + -0.025016196"
11,0.008981372,"(((x0 + 0.17969732) + (x0 * -1.0982511)) * x0) - 0.025153121"
19,0.008979896,"((0.619932 * ((0.23534353 - x0) - x1)) - -0.9874292) * ((x0 + -0.120142035) * (x1 - (-0.11226868 - -0.31790125)))"
