Complexity,Loss,Equation
1,0.009629252,"0.0040691104"
3,0.009202912,"x0 * 0.065512076"
5,0.009005253,"(x0 * 0.10634346) + -0.019227384"
9,0.008981394,"(((1.7983929 - x0) * 0.101074174) * x0) - 0.025318101"
11,0.008981373,"((-0.8202845 - (x0 * 0.09820613)) * x0) + (x0 + -0.025165927)"
13,0.008981272,"(((1.4360216 - x0) * -0.16633682) * (x0 * -0.75576323)) + (x1 * -0.016323416)"
