Complexity,Loss,Equation
1,0.009629252,"0.0040720925"
3,0.009202912,"x0 * 0.06552109"
5,0.009005253,"(x0 * 0.10630837) + -0.01921927"
9,0.008981372,"(((x0 * -0.09817973) + 0.17969413) * x0) + -0.02516412"
15,0.008973455,"x1 * ((((2.7404814 - ((x1 * x0) + x1)) * x0) - 0.14599472) * 0.09789962)"
17,0.008967201,"(x1 * ((x0 - 0.14660949) * 0.09767441)) * (2.7402442 - ((x1 * (x1 * x0)) + x1))"
19,0.008961347,"((2.7406623 - ((((x1 * x1) + 0.14871277) * x0) + x1)) * x1) * ((x0 - 0.14250976) * 0.104566105)"
