Complexity,Loss,Equation
1,0.009629252,"0.0040582977"
3,0.009202912,"x0 * 0.065511666"
5,0.009005253,"(x0 * 0.10634326) + -0.019227784"
9,0.008981371,"-0.025164858 - (((x0 * 0.09822) + -0.17972453) * x0)"
19,0.008979545,"(((((x0 * x0) - x0) * 0.0740179) - ((x1 * x1) * -0.021069221)) * (x0 - x1)) - -0.05178499"
