Complexity,Loss,Equation
1,0.009629252,"0.004076048"
3,0.009202912,"x0 * 0.06551148"
5,0.009005253,"(x0 * 0.10630819) - 0.019218663"
9,0.008981371,"-0.025164438 - (((x0 * 0.09821021) + -0.17971133) * x0)"
17,0.008968465,"(x0 * ((((((x0 * -0.53689516) + -0.6707446) + x0) * x0) - 0.6155052) + 0.97067547)) + -0.034054462"
