Complexity,Loss,Equation
1,0.0011299002,"-0.0022255627"
3,0.0011169274,"x0 * -0.013182407"
5,0.0010595989,"(x0 * x1) * -0.027481753"
7,0.00092972064,"((x1 + -1.5656319) + x0) * -0.08002022"
9,0.0008931527,"x0 * (0.25031015 - ((x1 + x0) * 0.17252201))"
11,0.00088409765,"((-0.04095045 - ((x0 + x0) * 0.04059717)) * x1) + 0.07347574"
15,0.0008840967,"((x1 - ((x1 * 1.0409439) + 1.1848587)) - -1.2583238) + ((x1 * -0.08118854) * x0)"
